Sender,Message
Sowmya,Sare sare
SINHA,<Media omitted>
Sowmya,Bagundhi
Sowmya,Kani...
Sowmya,Naku doubts vunnai
Sowmya,Doubt no.1 - okavela repu format change chesthe?
Sowmya,Doubt no.2- uml diagrams nv chesina project vi kdha draw cheyalsindhi
Sowmya,Hellooooooooo
Sowmya,Edoka dot msgs pampisthaaaaa vunte
Sowmya,Neeku notifications vasthaa vuntai
Sowmya,Appudu watsapp open chesthav
SINHA,Haa cheppu sowmyaaa
SINHA,No change cheyaru
SINHA,Ha cheysa ga
Sowmya,Change antee
Sowmya,Weekly report avi vunnai kadha
Sowmya,Pdf pettarugaa
SINHA,Haaa format ney follow ayya
Sowmya,Ha??
SINHA,Avi searching
SINHA,Madam peytina pdf format loney rasa sowmya.....
Sowmya,Emo sinha
Sowmya,Wait
Sowmya,Madam pettina dantlo
SINHA,Ha
Sowmya,Acknowledgements
Sowmya,Needhi aithe complete different ga vundhi naku aithe
SINHA,Aa pdf pettu
Sowmya,<Media omitted>
SINHA,Oo sowmyaa
SINHA,529
Sowmya,Enti
SINHA,This is program book
Sowmya,Hlooo
Sowmya,Ilane rayalsindhi
Sowmya,Thelusa
SINHA,This is project report
Sowmya,Nv first time pettaru
Sowmya,Aa model lo rasav
SINHA,Memu search cheystunam deni gurinchi
SINHA,Vachaka peydata
SINHA,Kangaru padaku
Sowmya,Enti sinhaaaa asalee naku clarity ledhu
Sowmya,Anthantha mathrana vunna
SINHA,Ok ok cool
SINHA,Time vundhi le inkaa
Sowmya,Aina Saturday idhe kadha choopinchali
SINHA,Haa
Sowmya,🙄
Sowmya,Nv chesindhi kooda choopinchala?
SINHA,Paduko Prasanthanga repatiki clarity vacheystundhi
SINHA,Anukonta
SINHA,Nak teliadhu... 😐
SINHA,Nek use avutundhi ani petta
Sowmya,Hmmmm thank you sinhaa😮‍💨
Sowmya,Project kooda schoolmate fnd pettindhi
SINHA,Oh okk
Sowmya,Mobile price prediction
Sowmya,Indhaka
Sowmya,Baga vundhi adhi
SINHA,Hmm ok
Sowmya,Hmm
Sowmya,Nv intha cool ga ela vunnav sinha........
Sowmya,..
Sowmya,...
Sowmya,🤣
SINHA,😅😅
Sowmya,Nakendhuko kanii
Sowmya,Maa school sir gurthocharu
Sowmya,Aa sir anthe pilustharu
Sowmya,Ooo...sowmya
Sowmya,Allari pilla sowmya
SINHA,Ahhaa
Sowmya,Okokka sari okokka tag naki🤣
Sowmya,Naku*
Sowmya,Aa sir emo allari pilla sowmya antaru
SINHA,School lo dorikey danivi anukonta
SINHA,Ikkada dorakatle
Sowmya,Bagaa
SINHA,Ha
Sowmya,Huhh...ikkada asalu gola chesthe ne ga dorakadaniki
SINHA,kanipinchav anthey
Sowmya,Asalu internship report lo
Sowmya,Project ki sambandinchindhi em ledhuga
Sowmya,Data science antha okate rasukovachuga
SINHA,Hmm anthey adhi code explanation vereydhi vundhi
Sowmya,Adhi em adagaledhuga valluu
SINHA,Andukey just reference report lo ela vundho ala cheysa
Sowmya,Report ante
Sowmya,Nenu pettindhe kadha sinhaa
SINHA,Kadhu madam mundhu peytindhi
Sowmya,🤦‍♀️🤦‍♀️
Sowmya,Idhi antha kadhu
Sowmya,Repu Saturday
Sowmya,Vallaki em submit chesthav cheppu
SINHA,Eedhi
Sowmya,Kadhaa
Sowmya,Mari nv chesindhi eppudu choopisthav
SINHA,Adigithey choopidam ani cheysa
Sowmya,Hmmmm
Sowmya,Mundhu idhi cheyochuga🙃
SINHA,Hmm repu start cheyali
Sowmya,Sare saree
Sowmya,Sare sinha
Sowmya,Bye
Sowmya,Good night
SINHA,Haa
SINHA,Gud night
Sowmya,Nv nammav kanii
SINHA,Haa
Sowmya,Asalu..maa sir pilipu ala vinipisthoone vundhi
Sowmya,Endhuku pilichavo ento🤦‍♀️🤦‍♀️🤦‍♀️
SINHA,😂
SINHA,hi
SINHA,memu gurtunama?
Sowmya,Mari andi meeru
Sowmya,Endhuku marchipotharu sinha🙄
SINHA,Hmm busy aipoyaru emo ani
Sowmya,Avunu sinha
SINHA,Thinnava
SINHA,Sowmyaa
Sowmya,Thinna
SINHA,Haa
SINHA,Cheyseysava projects?
Sowmya,Nv
SINHA,Cheystuna
Sowmya,Oho
SINHA,Haa
Sowmya,Reports pani ayipoindha
SINHA,Aasalu ame avvale
SINHA,Strt cheystuna
Sowmya,🤣🤣
Sowmya,Asalu ippati varaku naku em cheyalo ardham kaka mental ekkindhi
Sowmya,Edho kashtapadi chesthunna
Sowmya,Out of mood asalu
Sowmya,Needhi ayipoi vuntadhi ani expect chesa
SINHA,Hmm ok
Sowmya,Ee msg choodagane navvochindhi
SINHA,Ha ha cheysey
SINHA,Rep vastav ga clg ki?
Sowmya,Ha ravali ga
SINHA,Ok come come
Sowmya,Repatiki ayipothaya neevi
SINHA,Padukonu eevala
Sowmya,😳
Sowmya,Ela asalu
SINHA,Deadline ma
Sowmya,Ma
SINHA,Ha ma
Sowmya,Neeki cheppana
Sowmya,Naki nachadhu ani
Sowmya,Naku*
SINHA,Adhey flow lo vacheysindhi... 😐
Sowmya,Sare sare
Sowmya,Ayipoindha
SINHA,Leydhu Sowmya cheystuna. Inkaa
Sowmya,Baboi
SINHA,Hi
Sowmya,Hii
SINHA,Nee pakkaney vunam
SINHA,Chudochu
Sowmya,Haa
Sowmya,Seminar hall lone vunnava?
SINHA,Ippudey vacha sowmyaa
SINHA,Nv ekkada
SINHA,Hlo?
Sowmya,Hi
Sowmya,Question mark enti
SINHA,Reply leydhu enta ani
Sowmya,Ohoo
Sowmya,Ante..
Sowmya,Aa msg choosina time ki nv already TPO lo choosav kadha ani
SINHA,Ohh ok
SINHA,Ok ... Thinnava
Sowmya,Haa thinna
Sowmya,Nv?
SINHA,Ha thinna
Sowmya,Hmm
Sowmya,Report start chesava cheyadam
SINHA,Eh report sowmyaa... 🙄
Sowmya,Internship
Sowmya,Ento nenu neeku edho report cheyamani work ichinantha reaction ichav
SINHA,<Media omitted>
SINHA,Enthey cheysaa
Sowmya,70 pages vundhigaa
SINHA,Inka cheyali anukovatale... Aasaley nak boledu panulu😌
Sowmya,Abboo
Sowmya,Cheyali anukovatle ante ela
Sowmya,Modifications chepparu ga
Sowmya,Avi follow avvava
SINHA,Ame chepparu.... 😐
Sowmya,Line spacing 1.5
Sowmya,Borders pettali ani
Sowmya,Starting pages lone chala changes cheyali nv🙄
SINHA,Avunaa....
Sowmya,Acknowledgment spelling Ila rayali anta
SINHA,Nek aipoyindha sowmyaa
Sowmya,Avunu
Sowmya,Adhi avvadhamma
SINHA,Sowmya
Sowmya,Ippude start chesa
Sowmya,Enti
SINHA,Sowmya
Sowmya,Hlooo
SINHA,Semi Christmas vastava
Sowmya,No
Sowmya,Ani cheppanu ga
SINHA,Ravachu ga
SINHA,Nenu vachi drop cheysta kavalante... 😌
Sowmya,Ledhu le sinha
Sowmya,Abboo
SINHA,Last time mee tammudu vachi natu vunadu ga?
Sowmya,Asalu ee chaduvulu entoo
Sowmya,Etu Aina kanipinchakunda vellipovali anipisthundhi
Sowmya,Avunu
SINHA,Andukey Christmas ki ra... Peaceful ga vuntundhi
Sowmya,Andhuke edhi Aina powers vundali
SINHA,Nenem matladutuna nv. Ame cheptunav
Sowmya,Nenu vachina koorchoni choodadam thappa  em vundadhu
Sowmya,🤣🤣🤣
SINHA,Ha nenu anthey
Sowmya,Ee sariki ento Rani ani fix ayyanu lr
Sowmya,Ranu*
SINHA,Ok... Ur wish
Sowmya,Hmm
Sowmya,Ippudenti
Sowmya,Inka avi edit chesukova
SINHA,Ippudenti
SINHA,Nv cheyava?
Sowmya,Asalu naku maaaamulga cheedara puttatla asalu
SINHA,Nadhi cheyadanika... 😐
Sowmya,🤣🤣
Sowmya,Kadhu
Sowmya,Nadhi cheyadnaiki
Sowmya,Enti nannu cheyamantunnava.....
Sowmya,Nenu inka nadhi cheyatledha ani aduguthunnavemo anukunna 🤦‍♀️
Sowmya,😑😑 ippudu nv Kali a kadha cheyi
SINHA,Sare sare cheysukonta lw
SINHA,Ippudu nedra vasthomdi
SINHA,Rep choosta
Sowmya,Appude
SINHA,Night nedra leydhu sowmya
Sowmya,Sare sare paduko
Sowmya,Good night
SINHA,Ha gud night
SINHA,Nv edit cheysuko
Sowmya,Ha🤦‍♀️
Sowmya,Vachava hostel ki
SINHA,Haa veltuna sowmyaa
Sowmya,Oho........
SINHA,Haa
Sowmya,Baga jarigindha
Sowmya,Enjoy chesava
SINHA,Haa Baga cheysa sowmyaa
SINHA,U missed it
Sowmya,🙄
Sowmya,Edhi Aina kavali anukoni dorakapothe Miss ayyanu ani feel avvali
Sowmya,Nenu first a anukunna ga vellanu ani
SINHA,Abbooo
SINHA,Baney chepav
Sowmya,😅
Sowmya,Kani chaalaa pani chesavule
SINHA,Hmm .... Bag eestam le ala chinnapti nunchi
SINHA,Christmas ki
Sowmya,🙌
SINHA,😌😌
Sowmya,Naku asalu eppudu cheyali anipinchadhu
Sowmya,Mng avi decoration ki emanna help chedham anukunna
Sowmya,Valla vaipu choosa abboo pedha pedhave chesthunnaru 
SINHA,Avunaa.... Vachi cheyalsindhi
Sowmya,..
SINHA,Haha adhe le.... 😅
SINHA,Sare ame cheystunav
Sowmya,Internship document lo chinna chinna changes
Sowmya,Padukuntava?
SINHA,Leydhu nenu cheyali
Sowmya,Chalane cheyali anukunta ga nv
Sowmya,Thelusa poni em em marchali
SINHA,Ame.. 😐
Sowmya,Anukunta
SINHA,Leydhu
Sowmya,Adhii..
Sowmya,Internship ki aithe borders avasaram ledhu
SINHA,Abba
SINHA,Inkaa
Sowmya,Page no ani rayalsina avasaram ledhu
Sowmya,Just numbers chalu
SINHA,Oh ok
SINHA,..
Sowmya,Waitt
SINHA,Ok
Sowmya,<Media omitted>
Sowmya,Line spacing 1.5
SINHA,Telusu
Sowmya,Hmm
SINHA,Eevani marchala ippudu
Sowmya,Haa
Sowmya,Aagu inka vunnai
Sowmya,List of contents
Sowmya,List of figures
Sowmya,List of contents
SINHA,Nedra vasthomdi Sowmyaaa
Sowmya,Chesava?
SINHA,Cheyali
Sowmya,Ohooo
SINHA,Rep vastunava
Sowmya,Fig 1: label....
Sowmya,Ha ravali ga
Sowmya,9:30 ke vastha
Sowmya,A?
SINHA,<Media omitted>
Sowmya,Ila kadhamma
Sowmya,Table format
Sowmya,Malli...redu different pages lo
SINHA,Naku oka 18 pictures vunayi how mari?
SINHA,Ha ok
Sowmya,Sameee
Sowmya,Nakooda 18 a
SINHA,Ok chocolate techey repu... 😁
Sowmya,Super
Sowmya,🤣
Sowmya,<Media omitted>
SINHA,😅
Sowmya,Every new topic ki
Sowmya,Separate page lo heading petti
SINHA,Ha ok
Sowmya,Next page lo dani gurinchi rayali anta
SINHA,Sare nee doc pettu
Sowmya,Inka main emo starting certificate
SINHA,Chaala pani vindhi
Sowmya,Hmmm
Sowmya,Nadhi chesi pampistha
SINHA,Anthey ga inkem levu ga?
Sowmya,Anthey
SINHA,Twaraga ga pampu
Sowmya,Ayipothe pdf pampinchu motham choostha
Sowmya,Sare sare
SINHA,Ok
SINHA,Nv docx loney pettu
Sowmya,Document
Sowmya,Vadhu
Sowmya,Abbo
Sowmya,Ala avvadhu
Sowmya,Needhi ms office aa?
Sowmya,Nadhi ms office kadhu
Sowmya,Nadhi nee dantlo verela vasthundhi
SINHA,Avuna
Sowmya,Ha
SINHA,Parley pampu
Sowmya,Pdf pamputha
SINHA,Sare pdf lo pettu nenu convert cheysukonta
Sowmya,Pdf to word
Sowmya,Online lo convert cheyi
Sowmya,Easy ga avuthundhi
SINHA,Super Sowmya .. 👍👍
Sowmya,Sare start cheyi po
SINHA,Ha veltuna... 🥱
Sowmya,Evng malli
Sowmya,Vere dress vesav kadhaa
SINHA,Hmm avunu
Sowmya,Sare sare
SINHA,Marchali ga maru
Sowmya,Panilo padi
Sowmya,Marusthav ani anukola
SINHA,😅
SINHA,Maarcha maarcha
Sowmya,Manchidhi
Sowmya,Ee roju vesukunna 2 baguntai le
SINHA,Second dress ame veysano nek ela telusu?
Sowmya,Thelusu 😅
Sowmya,<Media omitted>
Sowmya,Acknowledgement jagarathaga choosuko adhe main
Sowmya,"C, I/C vunnai ga ave main"
SINHA,Ok sowmiaayaa
SINHA,How... 🤨
Sowmya,Abba...
Sowmya,Nv stage meedha edho pani chesthunnav
Sowmya,Aditya video theesi pettadu
Sowmya,Oka 4 sec
SINHA,oh alaana ok
Sowmya,Ha alane
Sowmya,<Media omitted>
Sowmya,Inka anthe sinha
Sowmya,Sare mari good nightttt
SINHA,Ok Sowmya
SINHA,Gud night
SINHA,TNQ SOWMIAYYAAAAA
Sowmya,For what sowmya
SINHA,Hlooo
SINHA,Ekkada
Sowmya,Ippude clg vacha
SINHA,LH-1
Sowmya,Choosaa
SINHA,You deleted this message
SINHA,null
Sowmya,Na perenti
SINHA,Sowmya sowmya
Sowmya,Mari indhaka Em annav
SINHA,Semiya... 😐
Sowmya,🙄
SINHA,What happen sowmya
Sowmya,Ntg le
SINHA,Ame inaa antha serious ga vunav
Sowmya,Ufff
Sowmya,Em cheppali
Sowmya,Naku endhuko edupochindhi
Sowmya,Intiki vachi kooda edcha
Sowmya,Cheedara puduthundhi ento ivi anni
SINHA,Daniki evaraina edustara
SINHA,Enti Sowmya nv
Sowmya,Nenu em kavalani edavala
SINHA,Mari
Sowmya,Adhe vasthundhi
Sowmya,Highlight intiki vache darilo kooda edupu vachindhi
SINHA,Adhey enduku ani oka reason vuntundhi ga
SINHA,Ha mee frnds tho matladale ga okadanivey velipotunav chusa
Sowmya,Sarele ippudu neetho chat chesthunna kooda.....
Sowmya,Adhii yamini matladuthundhi
Sowmya,Nenu bayata wait chesa
SINHA,Inkaa aaagaleyda?
Sowmya,Noooooo
SINHA,Amaina personal problem aa enti
Sowmya,Aha em ledhuu
SINHA,Hmm ame leykunda edupu vastundhi anna problem eh chusuko mari
Sowmya,Edokati vuntene vasthadhi le
Sowmya,Ippudemo semi Christmas
Sowmya,Malli ppt cheyali
Sowmya,Nakemo ee laptop open cheyali antene pedha thala noppi...asalu panulu ekkuva avuthunnai naku
Sowmya,Ivanni ela cheyala ani alochisthe mood antha poindhi
SINHA,Avuna
SINHA,Hmm nijame le
SINHA,Prints teeyincheysava?
Sowmya,Internship aa
Sowmya,Ledhu repu mng theeyinchali😭
Sowmya,Baboii sare mari nenu vunta
SINHA,Kudurtunda?
Sowmya,Kudirchukovali
SINHA,Pettu poni veltuna
Sowmya,Ippuda?
Sowmya,Parvaledhule
Sowmya,Malli neeku endhuku😐
SINHA,Nak problem leydhu
SINHA,Peydta antey pettu
Sowmya,Vuntadhi le
Sowmya,Avi 2 sets theeyinchi
Sowmya,Vatini order lo petti
SINHA,Peydithey pettu na gurinchi aavsaram leydhu
Sowmya,Entha time lo pampinchali
SINHA,Half an hour lo
Sowmya,Sare
Sowmya,<Media omitted>
Sowmya,<Media omitted>
Sowmya,Col- colour print
Sowmya,Motham print ayyaka
Sowmya,Starting and last page jagratha
Sowmya,Inkokati enti ante ee pdfs watsapp lo share cheyi mail chesthee avi download avvav
SINHA,Ok sowmya
SINHA,2 copies eh ga?
Sowmya,Ha
Sowmya,Print aithe msg cheyi
SINHA,Ha sare
Sowmya,Needhi theeyinchava
SINHA,Time padutundhi
SINHA,Online lo vundu
Sowmya,Sare
SINHA,Sowmya
Sowmya,Cheppu
SINHA,Enti outputs colour aa?
Sowmya,Ivi colour
Sowmya,Ivi black and white
Sowmya,General ga aduguthunnava
SINHA,Kaadhu outputs nenu b and white teestuna anduku
Sowmya,Outputs ante
Sowmya,Pie charts Ava?
SINHA,<Media omitted>
SINHA,<Media omitted>
Sowmya,<Media omitted>
Sowmya,B.tech
SINHA,okk
Sowmya,Malli student declaration paiga page
Sowmya,Justification sarigga ledhuga
SINHA,parleydhu le sowmya
Sowmya,Right side antha samee line lo ravali anta
Sowmya,Vallu ave choosthunnaru sinha
SINHA,sare edit cheysi pampu
SINHA,<Media omitted>
Sowmya,Aa oka page pdf pampistha
Sowmya,Ok na?
Sowmya,<Media omitted>
SINHA,Aa okateyna changes?
SINHA,Hloo
SINHA,Online lo vundamanana
Sowmya,Yamini call
Sowmya,Ha
SINHA,Ela kavali motham
SINHA,Oka page kaadhu
SINHA,Endulo edit cheysi pettu
Sowmya,Naa dantlo
Sowmya,Motham change ayyai sinhaa
Sowmya,Nee dantlo bane vasthundhi kadha
Sowmya,Aa remaining pages
SINHA,Sare evariki inaa cheppu sowmya
Sowmya,Entadhi
Sowmya,Change cheyadam aa
Sowmya,Sare aithe aagu
Sowmya,Nene chestha
SINHA,Ha okati marchi pdf cheysi pampamanu
Sowmya,Time pattochu
SINHA,Fast konchem
SINHA,Sowmya color 10 anta ok ga?
SINHA,Cost
Sowmya,Ekkada
SINHA,Maa hostel dagara
Sowmya,5 a sinha
SINHA,😐
Sowmya,😅
SINHA,Ame cheyanu
Sowmya,Sare repu mng nenu yamini velthunnam le
Sowmya,Ela Aina yamini ki todhu vellali
Sowmya,Akkada theeyistha
SINHA,Aapeyana
SINHA,Ok
Sowmya,Ha
Sowmya,Neeku?
Sowmya,Aina..
SINHA,Teeyistuna
SINHA,Nv aa changes cheysi pettu
Sowmya,Already start chesava
Sowmya,<Media omitted>
Sowmya,Theesesthunna
SINHA,Okk
Sowmya,Signature daggara nee name vadha?
SINHA,Pettu
Sowmya,Hmm
Sowmya,Chala changes cheyali
Sowmya,Nv emo fast antav
Sowmya,<Media omitted>
SINHA,Maarchu sowmyaa
Sowmya,Sare
Sowmya,<Media omitted>
SINHA,Ok sowmyaa
SINHA,Thank uuuu
Sowmya,Sarele
Sowmya,Hlo hlo
Sowmya,Waittt
Sowmya,Theeyinchaku
SINHA,Ha cheppu
Sowmya,Official cert lo
SINHA,Haa
Sowmya,Signature adhi pakkaki poindhi
Sowmya,Aagu malli
Sowmya,Pampistha
SINHA,Ok
Sowmya,Inkoka page kooda change
Sowmya,Okka 5 mim
Sowmya,Min*
SINHA,Sare
Sowmya,<Media omitted>
Sowmya,Ha Inka anthe
SINHA,Ha .... Thank uuu🤗
Sowmya,🤦‍♀️🤦‍♀️🤦‍♀️
Sowmya,Sinhaaaa
Sowmya,Rint teeyinchaku
Sowmya,One last time🤣🤣
Sowmya,Asalu nv bhale vadivi
SINHA,Ok fastz.... 😐
Sowmya,<Media omitted>
SINHA,Nak teliadhu marchu...
Sowmya,<Media omitted>
SINHA,Pakka ga
SINHA,Final kada
Sowmya,Pakka
Sowmya,<Media omitted>
Sowmya,Vammoo ela navvukunano
Sowmya,<Media omitted>
Sowmya,Hlo
Sowmya,Print ayipoindha
Sowmya,Ippudu bane vunna endhuko😂
SINHA,Hmm gud... 😅
SINHA,Ha parleydhu le teeyincheysa
Sowmya,Sarele velli ppt chesuko
Sowmya,Hmm
SINHA,Enti ....
Sowmya,Internship ppt
SINHA,Edhi cheyali ga marchi poya
Sowmya,Repu presentation vundhi ga
SINHA,Inka shop loney vuna
SINHA,Teeyistuna
Sowmya,Sarele velthav ga
Sowmya,Inka avvaledha
Sowmya,Navi vunte inka late ayyedhiga
SINHA,Ha ayyindochu
SINHA,Dp bagundhi Sowmya...
Sowmya,Deeniki 2 reactions
Sowmya,Okati like
Sowmya,Inkokati 😂
Sowmya,Idhi
Sowmya,Pedhananna intiki trees ki lights vesary
Sowmya,Sarele oka photo theeyamanna pedanannani
Sowmya,<Media omitted>
Sowmya,null
SINHA,😅
SINHA,Nyc Baga teesaru
SINHA,Abba sowmyaaa
SINHA,Naku Baga nachindhi
Sowmya,Saripoindhi
Sowmya,Maa intlo lopala kanna bayata ne vunta
Sowmya,Photo lo kanna real view baguntadhi
Sowmya,Aagu inka verevi pics choostha
SINHA,Nv peytina msg chudakundaney
SINHA,Nacheysindhi
Sowmya,😅
Sowmya,Nenu food kooda
Sowmya,Akkade koorchoni thinta
Sowmya,Inthaka mundhu eppudaina pettana maa inti pics 🤔
Sowmya,<Media omitted>
Sowmya,<Media omitted>
Sowmya,<Media omitted>
Sowmya,Maa illu choosthe thappa chepthe ardham kadhu
SINHA,Ohh nycc
SINHA,Ee view nachindhi sowmyaa naku
SINHA,Cheyseysava ppt?
Sowmya,Adhee chesthunna
Sowmya,Nakooda
Sowmya,Ppt bagundhi cheyadaniki
SINHA,Akkadey kurchunav
Sowmya,No😂
Sowmya,Intlo
Sowmya,Indhaka varaku akkade vunna
SINHA,Oh okk
Sowmya,Thinnava
Sowmya,Semi Christmas ki kooda vellala
SINHA,null
Sowmya,Hahahaahahahha
Sowmya,Rice plate chuttoo pettav
Sowmya,Chakkaga madhyalo thintunnav😅
Sowmya,Inkokati enti ante leg theesukelli aakasam lo pettav🤦‍♀️
SINHA,<Media omitted>
SINHA,Ela tineydhi
Sowmya,Enti sinhaaaa
Sowmya,Vammooo
Sowmya,Mundhu aa kalu theesi kindha pettu
SINHA,Ame Sowmya... 😐
Sowmya,Sarigga koorchoni thinu🤦‍♀️🤦‍♀️🤦‍♀️🤦‍♀️
Sowmya,Asalu mari ghoram
Sowmya,Kalu meedha Kali
Sowmya,Kalu*
Sowmya,Maa intlo nenu thine vidhanam choosi thidatharu
Sowmya,Nv nakante ghoranga vunnav🤣🤣🤣
SINHA,😂😂
Sowmya,Ayyoo sinha
Sowmya,Inkoka sari ala thinamaku
Sowmya,Sarena
SINHA,Ok Sowmya thinanu
Sowmya,Emo naku doubt a amma
Sowmya,Asalu inka shock lone vunna
Sowmya,Oka pakka navvosthundhi kooda
SINHA,Eh deniki sowmya
Sowmya,Ala thintunnandhuku
SINHA,😅
Sowmya,..
SINHA,Okk
Sowmya,Hmm
Sowmya,Ppt fast ga chesthav ga
Sowmya,Chinna chinna lines pettu
Sowmya,Petti*
SINHA,Hmm inka start cheyale neu
Sowmya,Thelusu
SINHA,Ela sowmyaa
SINHA,Ani ela telisipotunayi
Sowmya,Ippude kadhi thinindhi
SINHA,Haa
Sowmya,Paiga nv antha fast ga start chese type kooda kadhy
Sowmya,Ala Anni predict cheyadame
SINHA,Hmm cheystuna ippudu
SINHA,Nv entha varaku cheysav pettu okasari
Sowmya,🤣
Sowmya,<Media omitted>
SINHA,Oyy enti adhi
SINHA,Aapey
SINHA,Just plain color teesuko
Sowmya,🙄
Sowmya,Naku adhe nachindhi rangulu ranguluga
SINHA,Ala designs veystey mundhey aapeystaru
Sowmya,😑
SINHA,Chinna pillaki class chepatle nv...😂
SINHA,Presentation adhi
SINHA,Maarchu
Sowmya,Asalu system pedhaga em anipinchatla sinhaaa
Sowmya,<Media omitted>
SINHA,No plain colors petu na maata vini
Sowmya,Sare😢
Sowmya,<Media omitted>
Sowmya,Font color black pedatha le
Sowmya,Ee template kooda gola golaga vundha enti
SINHA,🤦‍♂️🤦‍♂️
SINHA,wait
Sowmya,Gattiga thala kottuki
Sowmya,Kottuko*
SINHA,<Media omitted>
Sowmya,Abboo
Sowmya,Idhi ekkadidhi
SINHA,download cheysa le kani
SINHA,eelantivi pettu
SINHA,only single color and major white screen
Sowmya,Alantivi ante kashtame
SINHA,alaaney vundali presentation ki
Sowmya,Ufffff
SINHA,Thappadhu chryali
Sowmya,Aithe idhe use chesukunta 😅
Sowmya,Yellow color bagundhi
SINHA,Ha nv use cheysukontaney petta
SINHA,Nenu blue teesukona
Sowmya,Oho
Sowmya,Ha tq
Sowmya,Time a ledhu🤦‍♀️
SINHA,Hehe
SINHA,Chei chei
Sowmya,Hmm
Sowmya,Aboo dantlo editing naku 2 days pattela vundhi
SINHA,Anduku?
Sowmya,Emo
SINHA,Sare Alanti design vuntey select cheysuko
Sowmya,Naku time ledhu
Sowmya,Malli repu mng a vellali fast fa
Sowmya,Ga*
SINHA,Sare mari nee estam othy
Sowmya,First Chee chedham anukuntunna
SINHA,Eedhi best danikana
Sowmya,🤣
SINHA,Nijam
Sowmya,Dantlo kanipinchali ante black colour pettali
Sowmya,Black pedithe Nemo bala
SINHA,Vadhu white eh vunchu
Sowmya,Kanipinchatledhuga
SINHA,Hmm sare first dhy final chei
Sowmya,Edokati chestha lee
Sowmya,Nv em kopadaku
Sowmya,Naku aithe nv pampinchindhe nachindhi Baga kani adhi naku ento avvatla
SINHA,Avunu le oka two days mundhey ithy Baga cheydumu
Sowmya,Ha
SINHA,<Media omitted>
Sowmya,Haa choosa
SINHA,Hmm
Sowmya,Sare good night
SINHA,Gud nighttt
SINHA,<Media omitted>
Sowmya,Hmm bagundhi
Sowmya,Nadhi avvala
Sowmya,5:30 ki alaram pedithe ippudu lecha
Sowmya,Vammooo aa time varaku vunnava
Sowmya,Hi
SINHA,Ha sowmya
Sowmya,Aha emmm ledhu
Sowmya,Okka hi cheppesi veldham ani
Sowmya,Chala sepu hi msg pampidhama vadha pampidhama vadha ani alochinchi last ki ala pampinchesa
Sowmya,Oka vela reply vachina
SINHA,Nak msg cheyadaniki kuda alochestara...
SINHA,Abbo
SINHA,Inkenti cheppu mari
Sowmya,Ante ippudu kadhilidhama vadha ani
Sowmya,Aha em ledhule
SINHA,Chala sepu annav
Sowmya,Haa church ki velli vacha
SINHA,Oh good
SINHA,Maa church lo repu Christmas
Sowmya,Semi Christmas aa
SINHA,Ahha full Christmas eh
Sowmya,Adenti
SINHA,😅
SINHA,Ee semi Christmas tech Christmas ikkadey vintuna
SINHA,Maku avi ame teliadhu
Sowmya,Avuna
Sowmya,Aina 25th kadha 23rd na celebrate chesukovadam ento kothaga vintunna
SINHA,Adhem leydhey December lo motham cheysukontam
Sowmya,25th na mari
Sowmya,<Media omitted>
SINHA,Sunday ney ga
Sowmya,Idhe naa reaction
Sowmya,Haa sunday ne
SINHA,Worship jarugutundhi
SINHA,Nrml ga ithy prayer peydatam
Sowmya,Okati cheppu
Sowmya,Every year Christmas eppudu celebrate chesukonedhi
SINHA,23 ney
Sowmya,Super ra
Sowmya,Nv chinnappati nunchi anthena
SINHA,Ha enthey
Sowmya,Bagundhi aithe
SINHA,Haa nijanga baguntadhi
Sowmya,Bayata evaraina babu Christmas eppudu ante
Sowmya,23rd ane chepthava
Sowmya,Chinnappudu
SINHA,Leydhu le sowmyaa
Sowmya,Endhuku mavvuthunnav
SINHA,Navvu vachindhi
SINHA,Navva
Sowmya,Avuna
SINHA,Avunu
Sowmya,Sarele
SINHA,Enti sarele
Sowmya,Navvu vachindhi annav
SINHA,Vachindi
Sowmya,Sarele inka nenu mathram em anatanu ani
SINHA,Navakudadha memu
Sowmya,Navvochu
SINHA,Aa right kuda leyda maku... 🤨
Sowmya,Nenu emanna ledhu annana enti
Sowmya,Oo tega emojies peduthunnav
SINHA,Peydata na eestam
Sowmya,Aina ento ninnu control chese rights naa daggara vunnatlu aduguthunnav
SINHA,🤨
SINHA,😑
SINHA,😐
SINHA,🤥
Sowmya,Sarele
SINHA,🙄
SINHA,😏
SINHA,🙂
SINHA,😲
SINHA,😌
SINHA,😍
SINHA,😁
SINHA,🙃
SINHA,🤗
SINHA,😮‍💨
SINHA,🤩
SINHA,🙈
SINHA,😄
SINHA,🤨
SINHA,😃
SINHA,🙁
SINHA,🥺
SINHA,☺️
SINHA,😶
SINHA,😇
SINHA,Saripotaya inka pettala
Sowmya,Ayipoindha?
SINHA,Nek saripoleyda... 🙄
Sowmya,Challe🙏
SINHA,Hmm good... 😌
SINHA,Hloo
Sowmya,Cheppu
SINHA,Enti busy na
Sowmya,Nooo
Sowmya,Nenu em sinha ni kadhu
SINHA,Mari enti reply leydhu
Sowmya,Good annav
